Zahlenarten also Mengen von einer Zahlenart, nur Zahlen – nichts sonstiges anderes, nicht Mengen obwohl naja eigentlich Zahlenart - egal, nicht Rechnung nein, obwohl naja nein, Zahlen Werte Beträge ja, relevant für Farben Hierarchie 12 z.B. Farbkreis 18 rationale ganze durch ganze Zahlen 6 für Diplomatiefarben 13 18 Hierarchie 12 Sternen-System 12 Diplomatie 18 Botschaft 18 additive 14 wie subtraktive 14 mit 13 Farbmischung 14;-1
Die Zahl Null;0
Etwa eine Zahl?;1
Festgelegte bestimmte gewisse gemeinte Zahl;2
(die Möglichkeit) dass Zahlen ineinander verhakt werden kann als sozusagen Vorbedingung für was auch immer weiteres, wie z.B. das Inkrement.;3
Das Übereinander Untereinander;4
Die Zahl eins. Nur diese Zahl. Oh ja! Nur diese Zahl! D.h. wenn das hier an Position Fünf ist, dann ist die Zahl Null an Position Null vor Position 1.;5
Das Inkrement: Die Idee, dass nach einer Zahl eine weitere folgt und damit der Iterationsschritt hier für den Spezialfall, dass es eine Zahl sein muss was sich Inkrement nennt, ein Wert, etwas wertiges, ein Betrag;6
Wo es mit Zahlen weiter wo hin geht. Weiter machen mit Zahlen. Die Entscheidungs-Möglichkeit von Zahlen. Nur allein die theoretische noch nicht praktische Addition von Zahlen möglicherweise. Das heißt die Bedeutung aller Fragen, welche Fragen auch immer bis gewusst ist, dass man addieren könnte kann, aber noch nicht das Addieren selbst als Möglichkeit vorhanden zunächst. Die Idee, dass eine andere Zahl aus einer Zahl irgendwie etwas sonstiges irgendetwas anderes machen könnte wie direkt bei der dreizehn nämlich negativ und nicht nur positive Zahlen wie dies der Fall bei den ganzen statt natürlichen Zahlen ist oder auch rationale Zahlen die zwei durch sich dividierende ganze Zahlen sind mit Notation mit einem Komma wenn nach Komma Zahlen dann mit Wiederholung von Ziffern was sich Periode nennt bei Regelmäßigkeit;7
Anordnen von Zahlen Ziffern etc.;8
Ziffern;9
z.B. Ziffern als Bedeutung Zahlen oder z.B. Anordnung von z.B. Ziffern oder Zahlen Bedeutung, oder Inkrement in Relation zur Zahl 1 eins oder dem Prinzip Übereinander Untereinander auch ggf. zur Relation Ziffern Zahlen als Bedeutung;10
Wozu die Zahl passt … irgendetwas Ziffern Zahlen dem Übereinander-Untereinander oder dem Inkrement etc.;11
Natürliche Zahlen also wie ganze Zahlen aber noch erst ein mal ohne die Idee und das Wissen, dass es negative Zahlen geben könnte oder gibt, d.h. überhaupt noch gar noch nicht die P-adische Zahlen gehören entweder zur zwölf oder dreizehn für eine Tabelle anderer Betrachtungsweise auf Zahlen;12
Negative und positive Zahlen in beiden (immer) vorhandenen auftretbaren Möglichkeiten hier als Dreizehn und zusammen mit der Zwölf die ganzen Zahlen, was die natürlichen Zahlen wären und eigentlich noch nicht die rationalen Zahlen aber naja oder durch Zahlenmöglichkeit 13 negativ positiv zu möglich zu machen sind mit dem Zusatz auch negativ und nicht nur positiv sein zu können dürfen zu sein was also die ganze Zahlen sind;13
Zahlen, welche die Fähigkeit besitzen zum Verrechnen von Zahlen, für uns nicht intuitiv, dass dies nötig sei. Es ist sozusagen die Richtungs-Festmachung, was wo hin passen gehören könnte kann wird werden dürfte praktisch wie theoretisch. Wohin die Zahl sozusagen praktisch dazu hin gehört. Eigentlich sogar zunächst nur die Addition.;14
z.B. die Perioden nach oder bei p-adischen Zahlen vor dem Komma in Dezimalschreibweise, also alles repitative wiederholende bei Zahlen Ziffern oder Inkrementen etc.;15
Einzelne Zyklen was den Dimensionen entspricht, Zyklen von nicht nur Zahlen nicht nur Ziffern nicht nur Inkrementen nicht nur Polynomen eines Grades welcher der Dimension des Multiversums entspricht;16
Stufe der Schwierigkeit der Zahlenrechnung Ziffernrechnung Inkrementrechnung etc usw als z.B. Zahl oder vergleichbares;17
Rationale gebrochene Zahlen, ganze Zahl geteilt durch ganze Zahl, wobei eine oder beide der beiden je durch die andere dividierten Zahlen auch eine natürliche nicht negative ganze Zahl sein darf, um die rationalen Zahlen zu bilden dessen gegenteilige Zahlenart als die irrationalen Zahlen bekannt sind, welche wir nach dem Komma als Zahlenart ohne Periode von Zahlen hinter dem Komma kennen, also ohne Regelmäßigkeiten hinter dem Komma, so dass jede Ziffer neu gefunden entdeckt berechnet werden müsste;18
Überhaupt noch gar nicht Peter Scholzes Perfektoide Zahlen (Verbindung von p-adischen und uns gewohnten Zahlen), die müssten irgendwo noch sehr viel später kommen, aber  für eine Tabelle anderer Betrachtungsweise auf Zahlen vielleicht hier;19
