menschliche Formationen, sind eigentlich letztlich alles nur Netzwerke und gehören damit somit eigentlich sogar auch zum X Kontinuum (Vierundzwanzig) Netzwerke;Götter, monotheistisch und polytheistisch
Individuum, Einzelperson;?
ein  Paar aus Zweien;?
ein Mensch oder eine Gruppe benutzt einfach nur einen Menschen oder eine Menschengruppe;?
zwei Klassen, meist Sklaven und Sklavenhalter;?
Zentralperson Stern-Topologie: als Netzwerk alle Netzwerke, die zu einem einzigen Stern einer Sterntopologie gehören;?
Menschenkette, Stack Heap Stapel wie beim Turm von Hanoi aus der Mathematik;Apollo Apollon, polytheistischer Gott
Parlament, eher kreisartig zirkulär links gegenüber rechts (sind gerade und ungerade Zahlen in der Meta-Physik). Im Grunde genommen sind Parlamente auch nur Netzwerke in ihrer immer eigentlich circulär kreisförmigen Anordnung mit rechts gegenüber links politisch;?
römische Formationen des Militärs bekannt aus Asterix Comics aus Frankreich von heute: sind eigentlich auch nur Netzwerke mit kristalliner Natur der Anordnung;?
Organisation Organisationen an sich selbst und überhaupt organisieren ist auch nur eine Form eines Netzwerkes: so vernetzt wie ein tierisches oder menschliches Organ vernetzt ist. Beliebig oder einfach oder chaotisch oder normal vernetztes Netzwerk oder aber einfach allgemeines Netzwerk ist das, was eine Organisation an sich ist.;?
Mesh-Netzwerk aus Menschen eigentlich, Stern Topologien verbinden gesamten Planeten zu weiterer Netzwerk Struktur;?
Spinnen-Netz Struktur Aufbau durch das Meta-Physik Teilchen Faden bzw. Seil bzw. Bindfaden womit durch einen einzigen länglichen ein gesamtes Spinnen-Netz gebaut wird, das auch sehr relvenat für den sogenannten Bushfunkt ist, der daraus resultiert wie bei allen sechs mal ganze natürliche Zahl minus eins haben Buschfunk: weiter sagen führt zu Blödsinn;?
"Verkettung von Menschenketten bzw. Netzwerk-Entitäten zur Entstehung einer mehrschichtigen, hierarchisch-modularen Struktur – Die Netzwerk-Entitäten bzw. diese Menschenketten die einzeln jeweils verknüpft werden können sich als Ketten untereinander selbst als gleichwertig oder auch hierarchisch übereinander untereinander betrachteen und behandeln; Turm aus Menschen, Weiterleitung über Hierarchiestufen Hierarchie-Ebenen, wie ein Stadtplan, ansonsten kommt etwas nicht an, wenn es eine Hierarchie-Stufe nicht weiterleitet als Kapselung";?
Menschen wie zwei Pole angeordnet, aber nicht einfach als Zahlenstrahl von bis, sondern wie eine elektrische Ladung, wie ein Blitz, der schnell seine hierarchieähnliche Struktur ändert aber die beiden Pole bleiben während die Baumstruktur aus Menschen immer wieder wechselt;?
LikeWie similarÄhnlich hierarchyHierarchie (solarSonnen starSternen systemSystem): isIst forFür interInter galacticGalaktisches galaxyGalaxie clusterCluster: abstractAbstrakt syntaxSyntax treeBaum ofDer (mathematicalMathematischen) formulaFormel calculationBerechnung ofVon twoZwei operandsOperanden andUnd oneEinem operatorOperator asWie forZum exampleBeispiel oneEins plusPlus oneEins fromVon bigGroßer formulaFormel asAls binaryBinär treeBaum intoZu oneEinem valueWert isIst insideInnerhalb interInter galacticGalaktisches galaxyGalaxie clusterCluster: structureStrukure: twoZwei opponentsGegner oneEine solutionLösung asAls binaryBinär treeBaum fromVon tiniestWinzigsten elementsElementen asWie humansMenschen peopleLeuten orOder countriesLänder orOder planetsPlaneten untilBis toZur fusionFusion ofVon allAllem: theDer interInter galacticGalaktisches galaxyGalaxie clusterCluster fourteenVierzehn tristaidegramTristaidegramm N N continuumKontinuum. Wie Syntax-Baum Algorithmen aus der Informatik, wie Binärbaum als Baum für Rechenformeln 1+1=2 oder B-Baum oder AVL-Baum oder Logik Entscheidungsbaum für klassische ältere künstliche Intelligenz (heute neuronale Netz für KI);DwightDwight SchultzSchultz MurdockMurdock LieutenantLieutenant ReginaldReginald EndicottEndicott BarclayBarclay III III (monoMono orOder polyPoly theisticTheistisch godsGötter)
?;MorpheusMorpheus LaurenceLaurene FishburneFishburne andUnd YahyaYahya AbdulAbdul-MateenMateen II II MorpheusMorpheus (monoMono orOder polyPoly theisticTheistisch godsGötter)
?;PolytheisticPolytheistische godsGötter RobinRobin WilliamsWilliams, JimJim CarreyCarrey, BillBill MurrayMurray, NicolasNicolas CageCage
?;twelvestZwölfte reincarnationReinkarnation ofDes monotheisticMonotheistischen godGottes: JohnJohn deDe LancieLancie Q Q (monotheisticMonotheistischer godGott, becauseWeil primePrim numberZahl)
?;NeoNeo BaphometBaphomet JohnJohn WickWick ThomasThomas AndersonAnderson KeanuKeanu ReevesReeves R R (polytheisticPolytheistisch
?;ThireteenstDreizehnte reincarnationReinkarnation ofDes monotheisticMonotheistischer godGott “AlexanderAlexander KernKern traceTrace jupiterJupiter threeDrei dotPunkt zeroNull, firstErster AntichristAntichrist (fourteenVierzehn tristaidegramTristaidegramm N N), secondZweiter messiaMessias (sevenSieben G G heptagramSeptagramm), KernatorKernator, GodGott BahaiBahai religionReligion andUnd religionReligion tenZehn andUnd godGott JWHWjwhw versionVersion fourVier dotPunkt zeroNull, alsoAuch D D G G J J K K L L M M N N R R responsibleVerantwortlich allAlle typeTyp bossChef asAls eachJeweils monotheisticMonotheistischer godGott.
?;ProbablyWahrscheinlich myMein sonSohn becomesWird godGott T T forFürs T T continuumKontinuum responsibleVerantwortlich forFür twoZwei timesMal nonagramNonagramm nineNeun I  I earthErde solSonne withMit centrauriZentaurus vulcanVulkan
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
?;?
