Abstrakte Regierungsformen mit je stückweise längerer jeweiligen Kette von immer weiter mehr hintereinander Marionetten Sockenpuppen fern fern fern Stapelung dann Hierarchie usw., Steuerung Kontrolle in Ketten, noch keine Graphen Netze oder komplexeren schwieriger Netzwerkstrukturen der Gehirn Geist Steuerung der Wille ist nicht frei ist frei Transzdendenz Gehirn Geist Gedanken Gefuehle Wille Absichten Motive Bewirkungs Internet Web Netz Technologie Transzendenz Verhaltensverschraenkung Deltaverschränkung auch ohne Quanten sondern nur elf K hendegramHendegramm ohne Q Q siebzehn moeglich, wir Dreißig Götter Genies Propheten Energetischen Archonten: hier: Sieben mal Drei geteilt durch Drei ist Sieben bei Drei Repräsentanz Präsident Politiker für dritte Zeile, bei anderen ist es Sieben mal ganze natürliche Zahl geteilt durch eben diese ganze natürliche Zahl ist wieder Sieben Heptagram G G.;0
Diplomat von Anführer zu Anführer beide direkte Richtung vorgebendenden zueinander auch als eine Person Anführer Diplomat Anführer Botschafter zwischen beiden, sieben mal eins geteilt durch eins ist wieder sieben.;1
Minister, Parlamentarier, sieben mal zwei geteilt durch zwei ist wieder sieben.;2
Repräsentant, Politiker, Präsident, Kanzler, sieben mal drei geteilt durch drei ist wieder sieben.;3
Beamter, sieben mal vier geteilt durch vier ist wieder sieben.;4
Moderator Diskussionen gestalter Nettiquette, Code of Conduct, sieben mal fuenf geteilt durch fuenf ist wieder sieben.;5
Berater Coach Mentor Aufsteller, sieben mal sechs geteilt durch sechs ist wieder sieben.;6
Kommunikator Medienperson Vermittler Mediator Narrator, sieben mal sieben geteilt durch sieben ist wieder sieben.;7
Kontrolleur, Richter, Auditor, Stratege, Spiel-Theoretiker mathematisch Struktur-Wissenschaftlich, sieben mal acht geteilt durch acht ist wieder sieben.;8
Entwickler, Doktor, Phd, Ideologe, Demagoge, Weltbild zuständiger, Arzt, Urlaub Genuss zuständiger Verantwortlicher, sieben mal neun geteilt durch neun ist wieder sieben.;9
