Formen der Entweder Liebe ( 15 - > 18 - > 7 )  oder Verbundenheit ( 15 - > 18 );0
Kaelte, Gefuehlskaelte, Verbindungslosigkeit, Unkenntnis, Ignoranz, Desinteresse;0
Einsamkeit, Einsidlertum, Idylle, für sich sein;1
Kollege, kollegial, Mitarbeiter, Teilnehmer, Geselle;2
Bruder, Schwester;3
Mitstreiter, Wettkaempfer, Spieler, Mitkämpfer nicht unbedingt militaerisch Front Marine Soldat Team Kaempfer auch ohne irgendetwas militaerisches. Aber elitär ggf. imperial;4
Kumpel, Genosse, Geselle, Junggeselle, Kammerad, Kammeradschaft, Kumpane, Gesellschaft, Sieben und Fuenf zusammen waere wahrscheinlich Pionier Pfadfinder;5
Wertschaetzung den Wert anderer hoch schaetzen, Wert anerkennen waere dann aber fuenfzehn mit sechs zusammen;6
Liebe, Sieben und Fuenf zusammen waere wahrscheinlich Pionier Pfadfinder;7
Solidaritaet Soldat Matrose;8
Affaire, Flirt, als Liebe der Anmut;9
Freundschaft, Koalition, Selbstliebe, Vertragsnehmer Vertragsgeber;10
Zuneigung als Liebe und als Verbundenheit Partner, Gefaehrte,  Anpassung, Spieler;11
Bosse, Chefs, Manager, Tyrannen, Herrscher, Dominierer, Kontrolleure, Verantwortliche untereinander;12
Abhängigkeit als Verbundenheit und als Liebe Gewollt zu sein;13
Romantik, Romanze als Liebe, Heirats-Stimmung;14
Anerkennung, von z.B. Leistung oder Erreichtem oder Hochachtung, Wert anerkennen waere dann aber fuenfzehn mit sechs zusammen;15
Werksarbeiter, Geschaeftspartner ,Solidaritaets Kollegialitaet Kollegen des Werkes oder Unter Tage im Tagebau oder Unterirdisch;16
Assoziation, Idiotenfreiheit als Verbundenheit und gemeinsame Wohltat frei von Menschen ohne Weisheit und ohne Dummheit zu sein als gemeinsame Wohltat;17
Zuneigung Zugewandtheit Verbindung und oder interkonnektierende Verbindung dass Verbindung dich mit anderen verbindet;18
Bilanzierungspartner-Beziehung zwei wo beide gute Bilanzen aneinander haben moechten ,Zusammen für seine Spezies zu arbeiten, ohne für oder gegen die Spezies zu sein oder nicht zu sein, für die eigene Spezies zu arbeiten;19
Die Spezies zu sezieren und einzuteilen und zu spezifizieren und zu untersuchen und zuzuweisen und zu untergliedern und passend zu gestalten und verwalten und väterlich administrieren;20
Verliebtheit, inneres Flattern Zerreissen;21
Co-Partner;22
?;23
Netzwerker-Beziehungen geht ueber Gemeinsinn Gemeinschaft Gesellschaft und Gesinnung wie rechts links politisch oder koordinaten politisch wer weiss geht gar nicht irgendwie Gesinnung besaufen nein hahah;24
?;25
?;26
?;27
?;28
?;29
?;30
?;31
?;32
?;33
?;34
Mitleid;35
?;36
Mitgefuehl, Empathie;37
