?;?;
?;?;
?;?;
?;?;
?;?;
jodaJoda;E E fifeFuenf pentagramPentagramm;
?;?;
jediJedi;G G sevenSieben heptagramHeptagramm septagramSeptagramm;
?;?;
?;?;
WindowFenster (maceMace WinduWindu) orOder doorTuer;J J tenZehn decagramDekagramm;
?;?;
(houseHaus ofVom nicolausNikolaus symbolZeichen regardingBezogen doorTuer windowFenster signSymbol);L L twelveZwoelf dodegramDodegramm dodecadegramDodekadegramm;
sithSith lordLord;M M thirteenDreizehn tristaidegramTristaidegramm tristaidecadegramTristaidekadegramm;
?;?;
?;?;
?;?;
?;?;
?;?;
eathEath lordLord;S S nineteenNeunzehn nonadecadegramNonadekadegramm nonadegramNonadegramm;
earthErde lordLord;T T twentyZwanzig icosigramIkosigramm;
?;?;
centauriZentaurus vulcanVulkan lordLord orOder possiblyWahrscheinlich laterSpaeter scientoloyScientology vulcanVulkan lordLord orOder godGott (notNicht leaderAnfuehrer bossChef) ofVon scientologyScientology centauriZentaurus tomTom cruiseCruise vulcanVulkan lordLord ;V V twentytwoZweiundzwanzig dyoicosigramDyoikosigramm;
