P P continuumKontinuum (sixteenSechszehn) dimensionsDimensionen, dimensionalDimensionales multiverseMultiversum, „enhancedErweiterte metaMeta phyicsPhysik“ sixteenSechzehn hexadecadegramHexadekadegramm P P afterNach metaMeta physicsPhysik fifeteenFuenfzehn O O pentadecadegramPentadekadegramm;;
inputEingabe processingVerarbeitung outputAusgabe, firstErste spaceRaum roomRaum dimensionDimension, firstErstes elementElement isIst waterWasser, metaMeta physicsPhysik particleTeilchen ofDer enhancedErweiterten metaMeta physicsPhysik P P insteadStatt ofVon O O isIst theDie processingProzessverarbeitung fromAus inputEingabe thenDann processingVerarbeitung thenDann outputAusgabe;1;A
PlaneFlaeche twoZwei dimensionalDimensional, mathematicalMathematische objectsObjekte (areSind actuallyEigentlich universalUniverselle objectsObjekte basedBasiert onAuf loopsSchleifen repetitionsWiederholungen realEchte mathematicalMathematischen objectsObjekte basedBasiert ontoAuf oneEin logicsLogik predicatePraedikat), awarenessBewusstheit (notNicht yetBereits consciousnessBewusstsein onlyNur awarenessBewusstheit), secondZweite spaceRaum roomRaum dimensionDimension, secondZweites elementElement isIst airLuft;2;B
matterMaterie, thirdDritte spaceRaum roomRaum dimensionDimension, thirdDrittes elementElement earthErde groundErde foundationGrundlage;3;C
energyEnergie, dimensionDimension ofDer timeZeit changeAenderung isIst fourthVierte dimensionDimension, fourthViertes elementElement isIst fireFeuer;4;D
UniverseUniversum areSind basicallyGrundsaetzlich physicsPhysik lawsGesetze (streetStrassen) justiceRecht andUnd generallAllgemeine generalizableVerallgemeinerte natureNatur lawsGesetze alsoAuch insideInnerhalb biologyBiologie, aetherÄther isIst fifethFuenfte dimensionDimension (ofDes multiverseMultiversums andUnd fifethFuenftes elementElement isISt quintQuint essenceEssenz;5;E
HumanitiesGeisteswissenschaftlicher brainGehirn nerviousNerven systemSystem mindGeist psychologicalPsychologischer mentalGeistiger spiritualGeistiger cosmosKosmos mindGeist notNicht universeUniversum butAber cosmosKosmos likeWie emotionsEmotionen feelingsGefuehle;6;F
communicationKommunikation;7;G
MetaMeta-physicsPhysik (asWie morpheusMorpheus allahAllah africaAfrika andUnd arabiaArabien britishBrittischer isacIsak newtonNeuetonne) andUnd alsoAuch likeWie retaReta (religionsReligionen tableTabelle) commandKommando lineZeilen applicationProgramm pypyPypy ThreeDrei andUnd religionsReligionen tableTabelle htmlHtml typescriptTypescript andUnd ReligionReligion tenZehn textsTexte ofVon (sithSith andUnd eathEath) (LordLord) traceTrace jupiterJupiter threeDrei dotPunkt zeroNull (germaniumGermanium lifeLebens formsFormen diplomaticDiplomatischer ambassadorBotschafter protoProto moleculeMolekuel thirtytwoZweiunddreissig protonsProtonen coreKern atomicAtom elementElement);8;H
TrancezendenceTranszendenz (notNicht ImanuelImanuel KantsKants trancedendentalTranszendental andUnd alsoAuch notNicht artificialKuenstliche computerRechner intelligenceIntelligenz) brainGehin mindGeist internetInternet asWie alsoAuch telepathyTelepathie ofDer betaBeta zoidsZoiden etcUsw someEinige psiPsi forcesKraefte (psilonsPsilons antikerAntiker asgradAsgard greysGraue extraterristrialsAusserirdische);9;I
StructureStruktur scienceWissenschaft asWie mathematicsMathematik (planetsPlaneten lawGesetz) (tenZehn J J decagramDekagramm againWieder), cyberneticsKybernetik (twelveZwoelf dodecadegramDodegramm L L borgBorg collectiveKollektiv cyborgsCyborgs), systemSystem theoryTheorie (K K hendegramHendegramm elvenElf robotsRoboter androidsAndroiden), calculatingRechnen (eightAcht H octagramOktagramm AbacusAbakus calculatorRechner ), enumeratingAufzaehlen iteratingIterieren incrementingInkrementieren (sixSechs hexagramHexagramm F F );10;J
DeltaDelta-VerschraenkungEntanglement DeltaDelta-behaiourVerhalten  Verhaltensverschraenkung, whereWo  quantumQuanten-EntagelmentVerschränkung onlyNur aEin specialSpezial caseFall isIst, whenDer toZur elevenElf K K addedNoch seventeenSiebzehn Q Q addedDazu takenNimmt;11;K
BeamStrahl radiationStrahlung, severalMehrere mentalGeistige brainGehirn cosmossesKosmosse, temperatureTemperatur degreeGrad hotHeiss coldKalt, temperamentTemperament temperNaturell;12;L
signalsSignale;13;M
TalkSprechen speakReden;14;N
ChemistryChemie (biologicalBiologisch andUnd anorganicAnorganisch andUnd maybeVielleicht moreMehr) (universeUniversum andUnd cosmosKosmos lawGesetz justiceGerechtigkeit);15;O
MetaMeta chemistryChemie aliasAlias alchemyAlchemie, exampleBeispiel numberZahl valueWert combinedKombiniert withMit angleWinkelDirectionRichtung resultsErgibt intoZu vectorVektor, areSind combinationsKombinationen (fourteenVierzehn) fusionsFusionen, butAber exampleBeispiel alsoAuch eighteenAchtzehn n n toZu m m relationenRelationen ofVon wholeGanzen naturalNatuerlichen numbersZahlen valuesWerten, aEine columnSpalte explainsErklärt theDen contextZusammenhang betweenZwischen toZwei furhterWeiteren columnsSpalten isIst twoZwei toZu oneEins relationBeziehung;16;P
compressionKompression (oneEin bitBit anyJegliches everythingAlles ontoAuf oneEin bitBit reduceableReduzierbar) densityDichte closeDicht compressionKompression tightEng maybeVielleicht thenDann lessWeniger dimensionsDimensionen  forFür multiverseMultiversum;17;Q
LanguageSprache (whenWobei realReales legitEchts R R isIst linguisticsLinguistik notNicht languageSprache) ofVom universeUniversum andUnd alsoAuch fromVom cosmosKosmos notNicht universeUniversum bothBeides likeWie threeDrei C C triangleDreieck isIst noNein asAls signalSignal redRot andUnd signalSignal greenGruen meansBedeutet yesJa andUnd isIst additiveAddtiv mixedVermischte addedAddiert oneEins A A dotPunkt withMit B B twoZwei lineLinie bothBeide combinatedKombiert notNicht substractedSubtrahiert butAber addedAddiert meansBedeutet yesJa belongsGehoert toZu eigthteenAchtzehn languageSprache ofVom universeUniversum andUnd cosmosKosmos;18;R
MessageNachricht  likeWie LetterBrief likeWie emailEmail likeWie transmissionUebermittlung maybeVielleicht thenDann moreMehr dimensionsDimensionen forFür multiverseMultiversum;19;S
PatternMuster scienceWissenschaft asWie engineeringIngenieurs scienceWissenschaft  asWie computerComputer scienceWissenschaft aliasAlias namedGenannt germanDeutsch informatikInformatik;20;T
textingTexten writingSchreiben scriptureSchrift;21;U
entanglementVerschraenkungs patternMuster deltaDelta patternMuster behaviourVerhaltens patternMuster intersectingDurchschneidende entanglementVerschraenkung. interdependenceAbhaengigkeits patternMuster structuresStrukturen couplingsKopplungs structureStruktur patternMuster possiblyMöglicherweise forFür worldWelt OrdersOrdnungen erasAeras orOder notNicht thisDiese simulationSimulierungs dimensionDimension emulationEmulation virtualizationVirtualisierung;22;V
verStick klebenTogether verGet haktenStuck glueLeim boundedGebunden tightEng forFür notNicht justBloß onlyNur dataDaten storageSpeicherung;23;W
timeZeit spiritGeist andUnd circulatingDrehende electricityElektrizitaet streamsStroeme roveHerum aroundTreiben flashesBlitze agesZeitalter timesZeiten chainsKetten brainGehirn mindGeist changesAenderungen thoughtsGedanken renewalsErneuerungen asAls notNicht justBloss onlyNur networkNetzwerk ofDer dimensionsDimensionen;24;X
processingProzess streamStrom threadsFaeden tubesRoehren tunnelsTunnel ropesSeile managementHandhabung maintainAufrechterhalten flowFluss;25;Y
signZeichen charZeichen andUnd phasePhasen shiftsVerschiebung etcUsw.;26;Z
oceanOzean ofDer languageSprach cosmossesKosmosse distributingVerteilen aroundHerum interZwischen trancedanceTranszendenz (I I beenWar transcendenceTranszendenz ninethNeunte nonagramNonagramm beenWar);27;AA
ShoutRufen outHeraus laudLaut crySchreien meansBedeutet topologicalTopologisch andUnd topographicalTopographisch understoodVerstandene dimensionsDimensionen;28;AB
SubSub spaceRaum likeWie needelsNadeln somehowIrgendwie;29;AC
SciencesWissenschaften interactingInteragierende causalitiesKausalitaeten intersectingDurchkreuzend isIst energyEnergie scienceWissenschaft likeWie physicalKoerperliche mentalGeistige physicsPhysik spiritualSpirtuelle energyEnergie anyIrgendwelche whatsoverWelche energyEnergie asAls allAlle togherZusammen appliedAngewandte mathematicsMathematik structureStruktur sciencesWissenschaften asWie likeWie organizationsOrganisationen ofDer economyWirtschafts mathematicsMathematik orOder physicsPhysik asAls mathematicsMathematik namedBenannt designationBezeichnung physicsPhysik orOder chemicalChemisch appliedAngewandte mathematicsMathematik areSind, ;30;AD
