"circuitKreislauf deepTiefen greenGruene (blackSchwarze becauseWeil invisbibleUnsichtbar) natureNatur andUnd yellowGelb orangeOrange (invisibleUnsichtbare sixthSechste colorFarbe) economyWirtschaft andUnd designationsBezeichnungen twoZwei planetsPlaneten namesNamen universeUniversum basedBasiert asAls legitEchte truthsWahrheiten realitiesRealitaeten worldsWelten planetsPlaneten:""";;
beginStart circuitKreislauf identityIdentitaet maleMaennlicher orOder femaleWeiblicher SemenSamen seedSamen identityIdentitaet plantPflanze whichWelcher typeArt;oneEins A A dotPunkt;
PollinationBefruchtung fecundationBefruchtung;TwoZwei B B lineLinie;
SemenSamen seedSamen;ThreeDrei C C triangleDreieck;
seedlingKeimling sproutsSprossen;FourVier D D squareQuadrat;
growWachsen flourishGedeihen plantsPflanzen greenGruen;fifeFuenf E E pentagramPentagramm;
GrowWachsen DungDuenger fertilizerDuenger manureDuenger mulchDuenger higherHoeher moreMehr woodHolz biggerGroessere plantPflanze;SixSechs F F hexagramHexagramm;
FloursishAufbluehen likeWie flowerBlume likeWie blossomBluete;SevenSieben G G heptagramHeptagramm;
RipReissen outAus cropErnte harvestErnten;EightAcht H H octagramOktagramm;
EatEssen fressenGrussle nurtureErnaehren feedFuettern;NineNeun I I nonagramNonagramm;
beginStart fleshFleisch meatFleisch animalTier asWie humanMensch peoplesVoelker extraterristrialsAusserirdische creaturesWesen;tenZehn J J decagramDekagramm;
FitPassen inAn toZu otherAnderes lifeLeben lifeLebe - creatureWesen;ElevenElf K K  hendecadegramHendegramm;
PlaceOrt forZum livingLeben whereWo toZu doTun andUnd lifeLeben andUnd makeMachen whateverIrgendwas aboutUeber foodNahrungs chainKette andUnd foodNahrungs producationProdukations chainKette firstErst cornKorn grainGetraide thenDann millerMueller flourMehl thirdDrittens bakerBacker breadBrot fourthViertens sellVerkaufen traderHaendler marketMarkt fifethFuenftens consumeKonsumieren eatEssen breatBrot consumerKunde seventhSiebtens digestVerdauen etcUsw;TwelveZwoelf L L dodegramDodekadegramm;
DigestionVerdauung stomageMagen;ThirteenDreizehn M M  tristaidegramTristaidecadegramm;
SlurryGuelle ShitScheisse sausageWurst forFuer microbesMikroben;FourteenVierzehn N N tetraidecadegramTetriadegramm;
"(circuitKreislauf economyWirtschaft animalsTiere plantsPflanzen microbesMikroben fourthViertes earthErde groundBoden andUnd againWieder repeatWiederhole circleKreis loopSchleife universeUniversum cosmosKosmos spaceRaum timeZeit entanglementVerschraenkung trancecendenceTranszendenz signalsSignalecommunicationKommunikation lawsGesetze justiceGerechtigkeit universeUniversum physicsPhysik lawsGesetze) microbesMikroben timeZeit eatEssen deadTotes lifeLeben intoZu whatWas greenGruene plantsPflanzen needBrauchen growingWachsen flourishGedeihen cycleKreislauf endEnde repeatWiederhole,""";fifeteenFuenfzehn O O pentadecadegramPentadekagramm;
DegradationRueckfuehrung DecomposeZersetzen disintegrateAufloesen returnZurueckkehren;SixteenSechszehn P P hexadecadegramHexadegramm;
(chemicalChemische) reactionReaktion ReactReagieren transformUmwandeln elemental-shiftElementwechsel;SeventeenSiebzehn Q Q heptadecadegramHeptadekagramm;
Back-integrationRueckintegration AssimilateAufnehmen embedEinbetten cycle-backIn-Kreislauf-zurückfuehren;EighteenAchtzehn R R octadecadegramOktadegramm;
eathEath deathTod microbesMikroben sausageWurst;nineteenNeunzehn S S nonadecadegramNonadekagramm;
earthErde (ourUnsere designationBezeichnung planetPlanet nameName earthErde insideInnerhalb solSonne sunSonne) groundBoden;twentyZwanzig T T icosigramIkosigramm;
HotHeisse flowingFliessender lavaLava heatHitze streamStrom;twentyoneEinundzwanzig U U henaicosigramHenaikosigramm;
vulcanVulkan ashesAsche likeWie designationBezeichnung planetPlanet insideInnerhalb centauriZentaurus fourVier lightLicht yearsJahre distanceAbstand;twentytwoZweiundzwanzig V V dyoicosigramDyoikosigramm;
