X X  R R twentyfourVierundzwanzig networkingNetzwerken eighteenAchtzehn diplomacyDiplomatie ambassyBotschaft countryLand empireImperium unitedVereinigte statesStaaten sinceSeit secondZweiten worldWelt warKrieg worldWelt orderOrdnung eraAera timeZeit ageZeitalter;0
nothingNichts lateralLateral;1
nothingNichts lateralLateral;2
nothingNichts lateralLateral;3
nothingNichts lateralLateral;4
noKein lateralLateral, twoZwei nothingNichts lateralLateral;5
noKein lateralLateral, threeDrei nothingNichts lateralLateral;6
noKein lateralLateral, fourVier nothingNichts lateralLateral;7
noKein lateralLateral;8
noKein lateralLateral;9
ZeroNull LateralLateral, twoZwei noKein lateralLateral;10
ZeroNull LateralLateral, threeDrei noKein lateralLateral;11
ZeroNull LateralLateral, fourVier noKein lateralLateral;12
ZeroNull LateralLateral;13
ZeroNull LateralLateral;14
ZeroNull LateralLateral;15
ZeroNull LateralLateral;16
UniEins lateralLateral, twoZwei zeroNull lateralLateral;17
UniEins lateralLateral, threeDrei zeroNull lateralLateral;18
UniEins lateralLateral, fourVier zeroNull lateralLateral;19
UniEins lateralLateral;20
UniEins lateralLateral;21
UniEins lateralLateral;22
UniEins lateralLateral;23
UniEins lateralLateral;24
UniEins lateralLateral;25
TwoZwei biBi lateralLateral;26
ThreeDrei triTri lateralLateral;27
Multilateral, fourVier lateralLateral;28
Multilateral, fifeFuenf  lateralLateral;29
Multilateral, sixSechs  lateralLateral;30
Multilateral, sevenSieben  lateralLateral;31
Multilateral, eightAcht  lateralLateral;32
InterZwischen multiMulti lateralLateral, nineNeun  lateralLateral;33
InterZwischen multiMulti lateralLateral, tenZehn  lateralLateral;34
InterZwischen multiMulti lateralLateral, elevenElf  lateralLateral;35
InterZwischen multiMulti lateralLateral, twelveZwoelf  lateralLateral;36
sessionSitzung, thirteenDreizehn  lateralLateral;37
sessionSitzung;38
sessionSitzung;39
sessionSitzung;40
sessionSitzung;41
sessionSitzung;42
sessionSitzung;43
sessionSitzung;44
sessionSitzung;45
sessionSitzung;46
sessionSitzung;47
sessionSitzung;48
sessionSitzung;49
PresentationPraesentations layerEbene, twentysixSechsundzwanzig  lateralLateral, twoZwei sessionsSitzungen;50
PresentationPraesentations layerEbene, threeDrei sessionsSitzungen;51
PresentationPraesentations layerEbene, fourVier sessionsSitzungen;52
PresentationPraesentations layerEbene;53
PresentationPraesentations layerEbene;54
PresentationPraesentations layerEbene;55
PresentationPraesentations layerEbene;56
PresentationPraesentations layerEbene;57
PresentationPraesentations layerEbene;58
PresentationPraesentations layerEbene;59
PresentationPraesentations layerEbene;60
PresentationPraesentations layerEbene;61
PresentationPraesentations layerEbene;62
PresentationPraesentations layerEbene;63
PresentationPraesentations layerEbene;64
