starSternen system societyGesellschafts classSchicht;0_;
seemingErscheinender bossChef seeminglyScheinbar;1B;
determinedBestimmender commaningBefehlender bossChef;2B;
socketSocken puppetsPuppen marionettesMarrionetten controlingKontrollierender bossChef;3C;
dominationDominierungs bossChef;4D;
scaryBeängstigender,bossChef;5E;
isolatingIsolieren youDich causingBewirkender bossChef;6F;
DisciplineMaßregelnder limitingBegrenzen yourDeine capabilitiesBefähigungen andUnd yourDeine decisionEntscheidungs authorityBefugnisse causingBewirkender bossChef;7G;
controllingKontrollierender bossChef possessesBesitzt yourDeinen bodyKörper claimingBeansprucht rightRecht aboveÜber yourDeinen bodyKörper decidesEntscheidet aboveÜber youDich aboveDrüber;8H;
mindGeist controllingKontrollierender ownershipEigentum nerviousNerven system demandingBeanspruchender bossChef organizingOrganisiert packRudel prideRudel bossChef ofVon bossesChefs remoteFern controlerSteuerer;9I;
rightsRechte limitingEinschränkender bossChef possessionsBesitztümer sexualitySexualität wealthWohlstand centralityZentralität knowledgeWissen behaviourVerhalten foodNahrung nutritionErnährung capabilitiesFähigkeiten individualityIndividualität parturitionGebären ofVon dominanceDominanz superiorityÜberlegenheit egomaniaEgomanie sublimityÜberheblichkeit narcississmNarrzissmus proudStolzer prideStolz limitingEinschränkender bossChef;10J;
AttitudeGesinnung dispositionGesinnung backtracingRückverfolgender insightEinblick noneNicht directionalGerichtete polaryPolare pathsPfade fittingAn inPassen bossChef;J11;
BossesChefsBossChef_toolsetWerkzeugkofferDamagingSchädigenBadSchlechterManMannConsistencyKonsistenzMaterialsMaterialienPlasticPlastischElasticElastischToughZähDestroyedZerstörtBrokenKaputtTinyWinzigSublimeErhabenViscositityViskositätPlasmaPlasmaLiquidFlüssigGasicGasförmigHardHart;L12;
