DegreesGrade RanksRaenge planetPlaneten spaceRaum stationsStationen habitatsHabitate correctionKorrigierung optimizationOptimierung oneEins A A dotPunkt dividedGeteilt byDurch wholeGanze naturalNatuerliche numberZahl n n asAls equalGleich signedFoermige polygonsPolygone, decagramDekagramm tenZehn J J;;
PlanetPlaneten relatorBeziehor moonMond comparorVergleichor;Punkton;
PlanetPlaneten methodorMethodikor moonMond makeMachen wayWeg shaporGestaltor;Diagon;
PlanetPlaneten conditionorBedingoror moonMond dependerorAbhaengigoror;Triagon;
PlanetPlaneten consumorKonsumentor moonMond letLass othersAndere makorMachor doorTuor othersAndere collektorSammlor;Quadron;
PlanetPlaneten continuatorWeiterfuehror moonMond makeMachen furthororWeiteror;Heptagon;
PlanetPlaneten cleanorSaeuberor moonMond cleanorSaubor sweeporKehror;Hexagon;
PlanetPlaneten situatorSituationor moonMond goodGut positionorPositionieror;Heptagon;
PlanetPlaneten lawGesetze makorMachor moonMond justicatorGerechtigkeitor judgeRichter courtGerichtshof;Oktagon;
PlanetPlaneten categorizorKategorisieror moonMond formulaFormel signorZeichnor boxesKasten;Nonagon;
PlanetPlaneten semanticSemantischer definorDefinieror moonMond objectObjekt meaningBedeutungs adjustorZuweisor;Dekagon;
