"Nicht vorgegebene Richtung für einen Winkel";1
"Eine oder keine Richtung kein Winkel oder einer";2
"Eine bereits vorgegebene dafür eine Richtung einen Winkel festgelegt";3
"Entweder Vorwärts oder Rückwärts als nur zwei mögliche Richtungen und mehr nicht";4
"Vier mögliche Richtungen in einem Kreis, also alle orthogonal rechtwinklig 90 Grad Pi halbe";5
"WinkelRichtung ohne Angabe dass es ein Winkel ist bzw. eine der zwei Zahlen zum Winkel ist auf die Zahl 1 normiert, so dass nur eine Zahl genügen würde und genügt damit damit bereits ein Winkel eine Richtung gemeint sein kann und ist";6
"Gewöhnlicher Winkel gewöhnliche Richtungsangabe";7
"ein Winkelabstand oder eine Ellipse oder theoretisch kann Kugel aus zwei Winkelangaben gebaut werden oder negativ positive Winkelangabeen odeer gestreckter Winkel auf einer seite skaliert oder eine 3D Spirale eines Kreises oder 2D ohne Biegung";8
"Entweder ein Kuchenstück oder ein Kuchen mit fehlendem Kuchenstück Oder zwei Winkelabstände oder eine Ovale (z.B. wie ein Button gezeichnet) ist eine Ellipse die durch weitere Angabe noch mal gebogen ist aus wobei eine Ellipse ein einmal gebogener Kreis ist und oval zwei mal und außerdem oben Unten Winkelangaben durch so etwas wie minus plus oder gebogene Winkel durch zwei Angaben wie Schlange Biegung oder auf zwei Seiten Skalierter verzerrter Winkel Richtung oder eine Reihe von Kugeln oder eine Fläche von Kreisen bzw Winkel Richtungen oder eine Kreis-Spirale welche eine lineare Biegung also einfache über oder unterlinear nicht lineare Linienbiegung aufweist zwei oder mehrdimensional oder eine Spirale einer Elipse ohne Biegung";9
"Beides, 2D Kuchenstück mit 2D Kuchen mit fehlendem Kuchenstück (oder wie ein Button mit zusätzlicher Biegung als wie drei Kreise biegen diesen) Eine Acht aus einem Kreis mit vier oder einer Ovale aus zwei oder einer Ellipse mit drei zusätzlichen Angaben ensteht eine kreisähnliche Acht welche seitlich gezeichnet als Unendlichkeitszeichen bekannt ist oder ein Raumzeit Kreis oder ein dreidimensionalar Raum Tensor voller Kugeln als Plottmodi oder eine Spirale welche eine wellenartige Biegung aufweist also ein Kreis welche wellenartig zerfledert auseinander oder zusammen geht eine vom Kreis ausgehende Wellenspirale eines Kreises oder eine Ellipse mit einer Spirale  welche eine einfache schlichte Biegung aufweist oder eine Spirale einer Ovalen ohne Biegung linear";10
"Zwei Winkel mit einem dazwischen als Zusätzliche Distanz der Drei zusammen oder mit einem Zeichenstrich zwei nur fast gleiche Kreise zeichnen (oder wie ein Dreieck mit gebogenene Ecken) Wie eine Acht aus Kreisangabeninformationen, aber dann doch nicht in der mitte Verschlossen sondern nur gestaucht in der Mitte ist ein Kreis mit fünf weiteren Angaben oder eine Ovale mit drei oder eine Ellipse mit zwei oder eine Spirale welche zwei Frequenzen eine Trägerfrequenz und eine Informationsfrequenz aufweist aufeinander oder eine Ovalenspirale mit einer Biegung";11
"Linearkombination von Winkelrichtungen oder Kreisen (oder wie ein Quadrat mit gebogenene Ecken) eine in der Mitte nicht verschlossene Acht, welche neben einer stauchung und den zwei Ausdehnungen oben unten noch dazu eine weitere Stauchung oder Biegung besitzt oder aber zwei stauchungen und zwei biegungen andersartig bei einem kreis quadratisch angeordnet eher oder linear hochkant oder seitlich wobei statt zwei stauchungen oder streckungen eine frequenz ersetzen können und drei oder vier vier und fünf Frequenzen ersetzen substitutieren können und dann wären entweder statisch oder bei weglassen einer stauchung streckung mit zeitangabe";12
"Winkelrichtung oder Kreis vom anderen jeweils abzieheh oder zwei Winkel mit gleicher oder entgegengesetzeter Richtung parallel bilden die Grundlage für Unipolarität Infrastruktur Wegen Straßen";13
"Winkelrichtungs oder Kreisoperationen wie beim Plätzchenbacken Sieben Winkel sind Linearverschiebungsgrundlage für die Abstrakt Syntax Baum Kombination Fusion bzw. Zwei Winkel von zwei Richtungen oder ein Dreieck";14
