KernatorsKernators carbonKohlenstoff chainKetten moleculeMolekuele lifeLeben abstractAbstrakter syntaxSyntax treeBaum solutionLoesungs fusionFusions combinationsKombinations treeBaum speciesSpezien lifeLeben problemsProbleme solvingLoesungs treeBaum stepsStufen calculationRechnung;;
FirstErste;AsgardAsgard graysGraue psilonsPsilons antikerAntiker psiPsi - lonsLons withMit psiPsi forcesKraeften (notNicht tristaidecagramTristaidekagramm butAber) tetraidegramTetraidegramm fourteenVierzehn N N twentynineNeunundzwanzig AC AC enneaicosigramEnneaicosigramm orOder nonaicosigramNonaikosigramm;
SecondZweite;AntaresAntares starSternen systemSystem anteranersAnteraner areSind BothBeide mixedGemischt speciesSpezies alikeWie humanoidHumanoide mankindMenschheit andUnd withMit AsgardAsgard graysGraue psilonsPsilons antikerAntiker combinedKombiniert fusionedFusioniert sixteenSechszehn hexadegramHexadegramm hexadecadegramHexadekadegramm P P thirtyoneEinunddreissig AE AE henatriacontagramHenatriakontagramm;
ThirdDrittens;petsHaustiere inIm generalAllgemeinen asWie dogsHunde orOder homeHaus catsKatzen petsHaustiere heptagramHeptagramm sevenSieben G G twentytwoZweiundzwanzig V V soSo thatDass orthogonalRechtwinklig isIst ninetyNeunzig degreeGrad toZo petsHaustieren isIst reciprocalReziproke isIst oneEins dotPunkt A A devidedGeteilt byDurch heptagramHeptagramm sevenSieben G G isIst corresponsEntspricht animalTier sheepSchaf heptagonHeptagon innocentUnschuldig wantMoechte toZu beWerden likedGemocht sheepsSchafe insteadAnstelle ofVon selflessSelbstloser leaderAnfuehrer isIst sheepsSchafe heptagonHeptagon reciprocalReziproke ofVom heptagramHeptagramm twentytwoZweiundzwanzig V V dyoicosigramDyoikosigramm;
fourthVierte;blueBlaue plejadesPlejaden alikeWie similarAehnlich humansMenschen humanoidMenschlich alikeAehnlich dodecadegramDodekadegramm twelveZwoelf L L twentysevenSiebenundzwanzig AA AA heptaicosigramHeptaikosigramm;
fifethFuenfte;protosProtos predatorsPraedatoren predatorsRaubkrieger hendegramHendegramm elevenElf K K twentysixSechsundzwanzig Z Z hexicosigramHexikosigramm;
sixthSechste;humanoidHumanoide humansMenschen peopleVolk decagramDekagramm tenZehn J J twentyfifeFuenfundzwanzig Y Y penteicosigramPenteikosigramm;
seventhSiebte;OrionOrion starSternen systemSystem orionsOrionen alikeWie humansMenschen humanoidHumaoide butAber hugeRiesige bigGrosses brainGehirn visibleSichtbar andUnd blackSchwarze skinHaut colorFarbe asWie africansAfrikaner pentadegramPentadegramm pentedecadegramPentedekadegramm fifeteenFuenfzehn O O thirtyDreissig AD AD triakontagramTriacontagramm;
eigthAchte;insectiodsInsektoide collectivesKollektive aliensFremde klackonsKlackonen terristrialIrdisch orOder extraterristrialAusserirdisch octagramOktagramm eightAcht H H twentythreeDreiundzwanzig W W triaicosigramTriaikosigramm;
ninethNeuntens;FromVom StarsSternen systemSystem antaresAntares fromVom systemSystem charZeichen speciesSpezies zergsZerg aliensFremde nonagramNonagramm nineNeun I I twentyfourVierundzwanzig X X tessaraicosigramTessaraikosigramm;
tenthZehntens;reptoloidsReptoloide sakkraSakkra asWie crocodileKrokodil dragonDrache dinosaurDinosaurier snakeSchlange salamanderSalamander starSternen groupGruppe drakonDrakon drakonisDrakonis tristaidegramTristaidegramm thirteenDreizehn M M twentyeightAchtundzwanzig AB AB oktaicosigramOktaikosigramm;
eleventhElftes;virussesViren (actuallyEigentlich lifeLeben isIst questionableHinterfragbar) seventeenSiebzehn Q Q heptadecadegramHeptadegramm;
twelvethZwoelftes;bacteriaBakterien squareQuadrat fourVier D D nineteenNeunzehn S S nonadecadegramNonadegramm;
thirteenthDreizehntens;oneEin cellularZeller lifeLeben lifeLebe creatureWesen pentagramPentagramm E E fifeFuenf twentyZwanzig T T icosigramIkosigramm;
fourteenthVierzehntes;archeonArchaeon ArchaeaArchaeen (notNicht bacteriaBakterien) triangleDreieck threeDrei C C eighteenAchtzehn R R octadecadegramOktadegramm;
fifeteenthFuenfzehnte;exploitingAusbeutende parasitesParasiten sixSechs asWie TapewormBandwürmer RoundwormSpulwurm (Taenia)  roundwormsSpulwürmer (Ascaris) blood-flukeEgel (Schistosoma) Itch-miteKrätzemilbe scabies-miteKrätzmilbe (Sarcoptes) liceLäuse (Pediculus humanus) feasFlöhe Pulex irritans (humanMenschen feaFloh), Ctenocephalides felis (catKatzen fleafloh) hexagramHexagramm F F sixSechs stwentyoneEindundzwanzig U U henaicosigramHenaikosigramm;
sixteenthSechszehnte;prionsPrionen isIst notNicht reallyWirklich lifeLeben sixteenSechszehn P P hexadecadegramHexadegramm;
