Internet Welt-Netzwerk von Personal-Computern Stufen wegen X Kontinuum Vierundzwanzig tessaraicosigramTessaraikosigramm;;
ISO OSI Referenzmodel Netzwerktiefe wie Physikalisch dann senden oder empfanngen session Präsentationsschicht usw.;vierundzwanzig;24
Hacking Viren Trojaner Hintertueren Wuermer Eindringen Diebstahl Loeschung;dreiundzwanzig;23
Simulation von Netzwerken wie VPN Virtual Private Network oder Proxies zum Umleiten von Weibseiten etc.;zweiundzwanzig;22
allgemeine Internet-Taetigkeit, wie Webseiten Computerspiele Multimedia Recherche etc.;einundzwanzig;21
Multimedia, Webseite, Internet-Appliktion, Gegenstaende Dinge Angelenheiten des Internets, Chats, Chatverlaeufe, Messenger-Programme, Email;zwanzig;20
Navigation, Browsing, Suche, Internet Suche Recherche;neunzehn;19
Hyperlink, Verzweigung, Verzeichnisse, Ordner, Relationen Bezuege im Internet Netzwerk;achtzehn;18
Kompression  wie Brotli für Webseiten, Codes knacken, Programmierung, Firewalling;siebzehn;17
Internet-Prozesse, Webseiten-Funktionen, Trigger im Internet, Server Kernel Client und Peer to Peer Netzwerke wie zum Filesharing Datenaustausch, Internet Faeden, Internet Arbeit Webseiten Koordinaten innerhalb Dimensionen zusaetzlich des gesamten Internets und darin als dritte Struktur der Uebersichtlichkeit semantische Ontologien der Linguistik statt Sprache;sechszehn;16
Ladezyklen Downloads Uploads Netzwerkverkehr das Internet als sozusagen eigenes Universum manchmal als Cyberspace bezeichnet, was an Second Life anfang der 2000er erinnert, aber Internet und Weibseiten ist Zehn Dekagramm, wobei Cyberspace erst zwölf Dodegramm für Cyborgs dran wäre, wie für das Borg Kollektiv aus Star Trek Sternenflotte Foederation bekannt;fuenfzehn;15
Knotenpunkte für Verzweifungen, Fehler beseitigen;vierzehn;14
Internet Wege, Navigation Strassen, Netzwerkverkehr Strassennetz sozusagen des Internets, was nicht nur Webseiten betrifft, sondern verallgemeinertes Strassennetz Infrastruktur meint;dreizehn;13
Uebersichts-Plan des Internets,wie ein Stadtplan sozusagen, nicht wie Suchmaschine, sondern Portal und wo welche Webseite welcher Shop für was wo hin wo her Uebersicht vergleichbar zu Stadtplan;zwoelf;12
Automatisierung des Internets;elf;11
Sichten, wie die Ansicht einer Webseite oder das Computerspiel oder die Applikation als Ansicht GUI Oberflaeche verstanden von und für und aus dem Internet Netzwerk der Personal-Computer und Mobilen Geraete wie Tablets und schlaue Telephone Smartphone Handys.;zehn;10
Internet-Standards,;neun;9
Raum des  Internets als Raum oder sogar Lebensraum verstehbar bei Webseiten oder Computerspielen etc., Kriegsfuehrung im Internet gibt es als Hacking oder als Virus Trojaner oder durch Geheimdienste oder Antivirenprogramme oder Schadhafte Software Wuermer Fehlerkaefer;acht;8
Navigation des Internets wie ein Captain von hier nach dort;sieben;7
Zahlen-Werte des Internets oder wertvolle Informationen, z.B. Datendurchsatz oder hilfreiche recherchierte Informationen haben zudem auch einen Wert als Zahl ausdrueckbar kaufbare verkaufbare Informationen, Wissen;sechs;6
Internet-Zentrale, was vieles meinen heissen und bedeuten koennte und tut;fuenf;5
Verlauf Veraenderung Aenderung Zeitlich Protokolle;vier;4
Lebewesen im Internet, wie Menschen, die manchmal eine Identitaet besitzen;drei;3
Gegenstaende und Objekte und Sachen des Internets wie Webseiten oder wie von Internet Computerspielen usw usf alles moegliche Denkbar was das alles sein koennte Objekte Sachen Gegenstaende kann alles und nichts sein und ist alles und nichts;zwei;2
Domain-Namen und Nicknamen und Internet Zahlen Adresse IP;eins;1
