beliefGlaube orBzw. knowlegdeErkenntnis wayWeg toZur religionReligion;;
A A oneEins dotPunkt;adaptAdaptieren;
B B twoZwei lineLinie;passUeberliefern traditionTradition descentAbstammung;
C C threeDrei triangleDreieck;phobiaFurcht fearAngst;
D D fourVier squareQuadrat;lookAuf upSchauen rolemodelVorbild ascentAufsteigen;
E E fifeFuenf pentagramPentagramm; onlyNur thinkAn atSich yourselfSelbst beliefGlauben andUnd nothingNichts elseAnderes;
F F sixSechs hexagramHexagramm;transactUmsetzen practisePraktizieren;
G G sevenSieben heptagramHeptagramm;septagramSeptagramm beliefGlauben;
H H eightAcht octagramOktagram;obedientGehorsam subordinateUnterordnen;
I I nineNeun nonagramNonagramm;determineBestimmen asAls mentalGedankliches categorizseEinordnen;
J J tenZehn decagramDekagramm;rationalVernuenftig understandVerstehen reasonableBegruendet percieveWahrnehmen knowWissen factsFakten;
K K elevenElf hendegramHendegramm;captureErfassen fittingPassend;
L L twelveZwoelf dodegramDodegramm dodecadegramDodekadegramm;sortingSortieren abstractionAbstraktion theoryTheorie complexityKomplexitaet toolWerkzeug boxKoffer mindGeist brainGehirn cosmosKosmos;
M M thirteenDreizehn tistaidegramTristaidegramm tristaidecadegramTristaidekadegramm;mapAbbilden toZu pictureAbbilden displayZeigen;
N N fourteenVierzehn tetraidegramTetraidegramm tetraidecadegramTetraidekadegramm;calculatoryRechnerische contextZusammenhänge formBilden andUund createHerstellen combineKombineren toZu originUrsprung problemsProbleme;
O O fifeteenFuenfzehn pentadegramPentadegramm pentedecadegramPentedekadegramm;insideInnerhalb yourselfSich asAls accessZugang toZum universeUniversum holeVer upKriechen, universalUniverselle validGueltigkeit counsciouslyBewusst percieveWahrnehmen keepHalten insideInnerhalb mindGeist brainGehirn;
